Report generated on: 11-03-2021 14:26:32,,,,population (Mperson),,,INTL.4702-33-WORL-THP.A,,,,,,,,,,,,,,,,,,,,,,,
,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
        India,875527.8,893522.2,911582,929714.5,947923.8,966227.8,984674.5,1003247,1021865,1040430,1058878,1077255,1095608,1113860,1131952,1149840,1167620,1185305,1202750,1219795,1236285,1252185,1267588,1282610,1297372,1311968,1326362,1340510,1354425,1368140
        Indonesia,181811.5,184984.8,188121.5,191222,194285.5,197307.2,200272.8,203186,206074.2,208965,211881,214810.5,217741,220685.2,223658.2,226670.2,229717.2,232791.8,235900,239046.2,242242.5,245521.5,248871.5,252235.2,255553.8,258777.5,261915,264997,268021.5,270984
        Iran,56366.2,57679,58780.4,59723.8,60590.6,61442.7,62294.9,63136.3,63971.8,64800.9,65623.4,66449.1,67284.8,68123,68951.3,69762.3,70554.8,71336.5,72120.6,72924.8,73762.5,74635,75539.9,76482,77465.8,78492.2,79564,80673.9,81780.2,82886.6
        Iraq,17419.1,17889.5,18402.7,18955.1,19539.3,20149.3,20783.1,21439.6,22114.3,22802.1,23497.6,24208.2,24931.9,25644.5,26313.8,26922.3,27448.1,27911.2,28385.7,28973.2,29742,30725.3,31890,33157.1,34411.9,35572.3,36610.6,37552.8,38433.6,39309.8
        Ireland,3515.725,3537.55,3561.165,3577.982,3592.195,3611.645,3641.872,3678.975,3717.525,3760.48,3812.075,3874.605,3940.007,4004.605,4080.615,4171.975,4290.635,4413.647,4497.485,4538.89,4562.835,4582.385,4602.095,4627.322,4662.713,4708.04,4762.595,4813.138,4876.547,4941.865
        Israel,4448.35,4589.31,4752.83,4929.41,5105.57,5271.37,5424.24,5566.55,5699.28,5824.94,5945.95,6060.68,6169.31,6278.37,6396.51,6529.47,6680.64,6847.15,7020.83,7190.04,7346.45,7487.1,7614.95,7734.83,7854.22,7978.5,8108.98,8243.85,8381.08,8518.31
        Italy,56725.45,56762.1,56803.12,56834.45,56843.65,56844.28,56864.3,56893.9,56907.32,56918.1,56946.75,56977.45,57076.9,57358.9,57732.68,57993.18,58163.93,58491.95,58870.2,59119.08,59299.25,59383.12,59576.1,60371.12,60790.75,60714.35,60617.98,60523.52,60406.23,59910.75
        Jamaica,2419.9,2439.33,2461.05,2484.58,2509.04,2533.71,2558.63,2583.91,2608.87,2632.68,2654.7,2674.71,2692.84,2709.44,2725.02,2740,2754.41,2768.23,2781.87,2795.84,2810.46,2825.93,2842.13,2858.71,2875.14,2891.02,2906.24,2920.85,2934.29,2947.72
        Japan,124494,124918.5,125318.5,125692.8,126037,126349,126629.5,126881.2,127109.5,127321,127519.7,127708.8,127886.2,128049,128192.8,128313.8,128410.5,128481.2,128525.2,128541.2,128527.5,128483.5,128407.5,128297,128150.5,127966.8,127744.8,127483.8,127182.8,126840.2
        Jordan,3565.89,3760.49,3977.67,4201.56,4410.36,4588.84,4732.85,4848.54,4943.98,5031.75,5122.5,5217.33,5317.51,5434.04,5580.24,5765.64,5991.55,6255.29,6556.47,6893.26,7261.54,7662.86,8089.96,8518.99,8918.82,9266.57,9554.29,9785.84,9924.94,10064
        Kazakhstan,--,--,16302.8,16181.2,16022.2,15839.4,15631.9,15406,15190.2,15020.6,14922.7,14910.2,14976.2,15100,15250,15402.8,15551.3,15702.1,15862.1,16043,16252.3,16490.7,16751.5,17026.1,17302.6,17572,17830.9,18080,18312.2,18544.5
        Kenya,23724.57,24521.73,25326.1,26136.23,26950.53,27768.28,28589.47,29415.65,30250.5,31098.78,31964.53,32848.58,33751.77,34678.77,35635.27,36624.92,37649.02,38705.95,39792,40901.77,42030.7,43178.25,44343.48,45519.97,46700.07,47878.32,49051.52,50221.17,51404.53,52587.9
        Kiribati,72.394,73.4584,74.5228,75.5872,76.6516,77.716,79.0538,80.3916,81.7294,83.0672,84.405,85.9878,87.5706,89.1534,90.7362,92.319,94.4412,96.5634,98.6856,100.808,102.93,104.529,106.129,107.728,109.328,110.927,112.631,114.335,116.038,117.742
        Kosovo,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1747.38,1761.47,1775.68,1791,1807.11,1818.12,1812.77,1788.2,1777.56,1791,1797.08,1794.25
        Kuwait,2095.35,2031.3,1912.43,1772.61,1659.3,1605.91,1626.86,1710.26,1831.12,1951.64,2045.12,2103.27,2136.99,2161.63,2200.5,2270.2,2373.66,2504.03,2656.01,2821.04,2991.88,3168.05,3348.85,3526.38,3690.94,3835.59,3956.86,4056.1,4127.59,4201.28
        Kyrgyzstan,--,--,4454.19,4483.84,4518.81,4566.1,4629.4,4705.65,4786.77,4861.12,4920.71,4962.84,4991.48,5013.54,5039,5075.34,5124.38,5184.38,5254.97,5334.71,5422.3,5517.93,5621.58,5731.31,5844.52,5959.13,6074.33,6189.73,6301.21,6412.7
        Laos,4258.47,4379.23,4500.35,4619.95,4735.84,4846.48,4951.19,5050.31,5144.6,5235.34,5323.7,5409.58,5493.25,5576.64,5662.2,5751.67,5846.08,5944.95,6046.63,6148.62,6249.17,6347.56,6444.53,6541.3,6639.76,6741.16,6845.85,6953.03,7060.54,7168.05
        Latvia,--,--,2585.68,2540.9,2500.58,2469.53,2444.91,2420.79,2399.25,2381.72,2353.38,2320.96,2299.39,2276.52,2249.72,2227.87,2208.84,2191.81,2162.83,2120.5,2074.6,2044.81,2023.82,2001.47,1986.1,1968.96,1950.12,1935.83,1921.17,1906.29
        Lebanon,2803.03,2921.7,3076.13,3246.13,3403.36,3528.38,3610.66,3658.43,3693.51,3747.76,3842.77,3991,4182.21,4388.38,4569.38,4698.76,4759.76,4767.35,4764.75,4813.03,4953.06,5202.02,5537.62,5913.02,6261.05,6532.68,6714.28,6819.37,6821.4,6823.42
        Lesotho,1703.76,1742.53,1782.28,1822.24,1861.32,1898.6,1934.29,1968.05,1997.52,2019.73,2032.81,2035.74,2029.83,2018.35,2005.95,1996.11,1989.93,1986.93,1987.13,1990.14,1995.57,2003.79,2014.99,2028.53,2043.45,2059.01,2075.04,2091.53,2108.44,2125.34
        Liberia,2075.92,2069.67,2063.41,2057.16,2050.91,2044.66,2205.42,2366.17,2526.93,2687.69,2848.45,2922.38,2996.31,3070.25,3144.18,3218.11,3352.76,3487.41,3622.06,3756.71,3891.36,4007.53,4123.71,4239.88,4356.06,4472.23,4589.32,4706.41,4823.5,4940.59
        Libya,4436.66,4544.25,4650.9,4755.13,4854.87,4948.8,5036.17,5118.01,5196.77,5275.92,5357.89,5443.25,5531.1,5620.54,5710.16,5798.62,5886.87,5974.79,6058.74,6133.99,6197.67,6247.44,6285.75,6320.35,6362.04,6418.31,6492.16,6580.72,6677.58,6774.43
        Lithuania,--,--,3693.93,3671.3,3642.99,3615.21,3588.01,3562.26,3536.4,3512.07,3487,3454.64,3431.5,3398.93,3355.22,3289.83,3249.98,3212.6,3183.86,3141.98,3052.59,3003.64,2971.91,2943.47,2921.26,2888.56,2847.9,2808.9,2794.18,2794.09
        Luxembourg,382.488,387.65,392.819,398.156,403.606,409.369,414.881,420.1,425.362,431.256,436.975,442.156,446.706,452.462,458.879,466.14,473.524,480.945,489.862,498.854,508.175,519.973,532.469,544.94,557.979,571.265,585.26,597.753,609.436,621.528
        Macau,343.816,353.623,362.308,370.195,377.805,385.517,393.376,401.353,409.62,418.388,427.772,437.928,448.813,460.157,471.6,482.863,493.804,504.504,515.232,526.401,538.215,550.833,564.037,577.368,590.21,602.093,612.824,622.578,631.499,640.421
        Madagascar,11598.7,11942.8,12301.3,12675.5,13066.5,13475.4,13902.7,14347.9,14808.8,15282.5,15766.8,16260.9,16765.1,17279.1,17803,18336.7,18880.3,19433.5,19996.5,20569.1,21151.6,21744,22346.6,22961.3,23589.9,24234.1,24894.4,25570.5,26277.3,26984.2
        Malawi,9404.5,9600.36,9685.97,9710.33,9745.7,9844.42,10022.8,10264.9,10552.3,10854.3,11148.8,11432,11713.7,12000.2,12301.8,12626,12973.7,13341.8,13727.9,14128.2,14539.6,14962.1,15396,15839.3,16289.5,16745.3,17205.2,17670.2,18156.8,18643.4
        Malaysia,18090.57,18576.15,19059.78,19546.92,20042.9,20553.55,21084.65,21631.62,22183.58,22729.2,23258.47,23769.38,24268.73,24762.25,25255.4,25754.27,26264.93,26782.55,27295.8,27793.22,28263.55,28701.38,29114.62,29515.02,29914.47,30323.4,30742.55,31164.95,31587.03,32005.27
        Maldives,223.159,229.743,236.271,242.596,248.582,254.144,259.178,263.836,268.445,273.522,279.396,286.309,294.185,302.681,311.265,319.604,327.489,335.172,343.448,353.391,365.73,380.493,397.231,415.592,435.018,454.914,475.505,496.398,511.113,525.827
        Mali,8449.92,8635.53,8850.33,9087.17,9334.89,9585.66,9837.58,10094.4,10360.6,10642.9,10946.5,11271.6,11616.9,11982.7,12369.1,12775.5,13203.4,13651.5,14113.6,14581.4,15049.3,15514.6,15979.5,16449.8,16934.2,17438.8,17965.4,18512.4,19091.9,19671.4
        Malta,355.91,359.543,362.977,366.431,376.433,378.404,381.405,384.176,386.397,388.759,391.415,394.641,397.296,399.867,402.668,404.999,405.616,407.832,410.926,414.027,414.989,417.546,422.509,429.424,439.691,450.415,460.297,475.701,493.559,514.564
        Martinique,358.457,360.892,362.756,364.374,366.254,368.728,371.913,375.64,379.639,383.527,387.016,389.984,392.5,394.534,396.106,397.191,397.85,398.048,397.664,396.561,394.666,391.886,388.366,384.581,381.142,378.483,376.789,375.946,375.719,375.492
        Mauritania,2034.35,2090.2,2146.06,2201.92,2257.77,2313.63,2376.95,2440.26,2503.58,2566.9,2630.22,2709.01,2787.81,2866.61,2945.4,3024.2,3118.2,3212.2,3306.2,3400.2,3494.2,3604.62,3715.04,3825.46,3935.88,4046.3,4166.98,4287.65,4408.32,4528.99
        Mauritius,1055.868,1068.432,1082.948,1098.605,1114.145,1128.675,1141.95,1154.143,1165.29,1175.573,1185.145,1193.91,1201.805,1208.993,1215.667,1222.008,1228.09,1233.89,1239.262,1243.998,1247.953,1251.073,1253.49,1255.458,1257.35,1259.458,1261.87,1264.495,1266.92,1269.345
        Mexico,84139.4,85705.88,87265.93,88813.72,90343.43,91848.92,93326.07,94779.3,96217.03,97648.28,99077.14,100487.5,101878.2,103276.5,104707.5,106199.8,107767.5,109391.8,111040.5,112682.2,114291.8,115875.8,117451.5,119010.5,120543.5,122042.5,123510.2,124950.2,126362.2,127745.8
        Micronesia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
        Moldova,--,--,4356.9,4345.6,4350.5,4345.7,4331.9,4317.5,3655.6,3649.9,3644.1,3635.1,3627.8,3618.3,3607.4,3600.4,3589.9,3581.1,3572.7,3567.5,3563.7,3560.4,3559.5,3559.5,3557.6,3555.2,3553.1,3550.9,3547.5,3542.7
        Mongolia,2184.14,2217.92,2243.5,2263.2,2280.48,2298.02,2316.57,2335.74,2355.67,2376.23,2397.42,2419.59,2443.26,2468.76,2496.39,2526.43,2558.85,2593.82,2631.9,2673.79,2719.9,2770.36,2824.7,2881.78,2940.11,2998.43,3056.36,3113.79,3168.62,3223.46
        Montenegro,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,617.863,619.554,621.312,622.933,624.279,625.271,625.931,626.342,626.65,626.957,627.271,627.563,627.729,627.896
        Montserrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
        Morocco,24807.5,25260.4,25711.4,26155.2,26584.5,26994.3,27383.5,27754.6,28110.4,28455.5,28793.7,29126.3,29454.8,29782.9,30115.2,30455.6,30804.7,31163.7,31536.8,31929.1,32343.4,32781.9,33241.9,33715.7,34192.4,34663.6,35126.3,35581.3,36024.4,36467.5
        Mozambique,12987.3,13328.02,13806,14370.95,14948.08,15483.28,15960.45,16397.18,16813.95,17244.17,17711.92,18221.88,18764.15,19331.07,19910.55,20493.9,21080.12,21673.32,22276.57,22894.7,23531.57,24187.5,24862.68,25560.75,26286.2,27042.02,27829.93,28649,29517.8,30386.6
        Namibia,1432.9,1476.4,1516.95,1555.1,1591.83,1627.87,1663.38,1698.03,1731.64,1763.86,1794.58,1823.67,1851.52,1879.11,1907.74,1938.32,1971.32,2006.52,2043.38,2081.04,2118.88,2156.7,2194.78,2233.51,2273.43,2314.9,2358.04,2402.62,2448.72,2494.82
        Nauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
        Nepal,18905.5,19405.5,19938.3,20490,21040.9,21576.1,22090.3,22584.8,23057.9,23510,23941.1,24347.1,24725.6,25080.9,25419.3,25744.5,26066.7,26382.6,26666.6,26883.5,27013.2,27041.2,26989.2,26916.8,26906,27015,27263.4,27632.7,28134.1,28635.4
        Netherlands,14966.25,15084.65,15197.95,15303.17,15393.15,15467.75,15539.65,15621.55,15720.45,15825.08,15940.9,16060.95,16159.85,16233.47,16287.72,16323.45,16349.08,16387.62,16455.65,16541.55,16625.5,16702.38,16761.15,16810.65,16873.95,16949.7,17043.1,17143.75,17244.25,17360.55
        Netherlands Antilles,146.679,146.243,146.018,145.766,145.132,143.88,141.97,139.534,136.868,134.302,132.147,130.405,129.082,128.422,128.713,130.136,132.812,136.579,141.004,145.364,149.188,152.309,154.812,156.79,158.432,159.85,161.055,161.986,162.691,163.395
        New Caledonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
        New Zealand,3444.225,3515.325,3517.317,3557.84,3603.145,3655.192,3712.318,3765.167,3804.173,3830.005,3850.842,3876.323,3924.355,3998.65,4067.165,4119.125,4166.592,4211.695,4248.375,4288.242,4335.42,4374.72,4401.413,4431.982,4489.612,4577.105,4677.248,4778.79,4869.603,4956.06
        Nicaragua,4173.44,4267.57,4364.51,4462.5,4559.01,4652.19,4741.57,4827.66,4910.64,4991.04,5069.31,5145.37,5219.32,5292.12,5364.93,5438.69,5513.76,5590.07,5667.44,5745.54,5824.06,5903.04,5982.53,6062.46,6142.73,6223.23,6303.97,6384.84,6464.75,6544.65
        Niger,8026.59,8288.74,8566.77,8860.3,9168.32,9490.29,9826.6,10178.2,10545.7,10929.9,11331.6,11751.4,12190,12648,13125.9,13624.5,14144,14685.4,15250.9,15843.1,16464,17114.8,17795.2,18504.3,19240.2,20001.7,20788.8,21602.4,22470.5,23338.6
        Nigeria,95212.45,97667.62,100161.8,102700.7,105293.5,107948.5,110668.8,113457.8,116319.8,119260,122284,125394,128596.2,131900.5,135320.5,138865.2,142538.2,146340.2,150270,154325.2,158503,162805.3,167228.8,171766,176405,181137.2,185960,190873.2,195962,201050.8
        Niue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
        North Korea,20293.1,20609.2,20937.4,21265.8,21578,21862.3,22113.4,22335.3,22536.8,22731.5,22929.1,23133,23339.4,23542.4,23732.7,23904.2,24054.9,24188.3,24310.1,24428.3,24548.8,24673.4,24800.6,24929.5,25057.8,25183.8,25307.7,25429.8,25546.2,25662.5
        North Macedonia,--,--,1988.66,1984.02,1981.71,1983.26,1989.44,1999.59,2012.05,2024.39,2034.82,2042.84,2048.93,2053.43,2057.04,2060.28,2063.13,2065.41,2067.31,2069.03,2070.74,2072.48,2074.27,2076.06,2077.78,2079.33,2080.75,2082,2082.46,2082.92
        Northern Mariana Islands,45.752,46.666,46.476,45.758,45.364,45.87,47.521,50.056,52.997,55.636,57.453,58.321,58.42,57.947,57.246,56.542,55.882,55.219,54.625,54.193,53.971,54.012,54.311,54.784,55.305,55.78,56.188,56.562,56.882,57.216
        Norway,4243.56,4264.705,4289.592,4315.195,4339.56,4361.878,4384.178,4408.27,4434.93,4466.06,4494.085,4516.33,4541.683,4568.005,4595.522,4627.522,4665.79,4716.155,4775.97,4836.095,4897.018,4961.285,5026.745,5086.71,5144.545,5194.135,5240.47,5281.63,5315.99,5352.817
        Oman,1812.16,1893.76,1983.27,2072.11,2148.42,2204.27,2236.65,2249.76,2251.86,2254.9,2267.97,2294.96,2334.86,2386.16,2445.52,2511.25,2580.75,2657.16,2750.96,2876.19,3041.44,3251.1,3498.03,3764.8,4027.25,4159,4414,4560,4602,4618
        Pakistan,107648,110779,113911,117087,120363,123777,127349,131057,134843,138625,142344,145978,149550,153093,156665,160304,164023,167808,171649,175526,179425,183340,187280,191261,195305,199427,203631,207906,212235,216564
        Palestinian Territories,--,--,--,--,--,--,--,2860.81,2981.87,3102.94,3224.01,3294.8,3365.59,3436.38,3507.17,3577.96,3673.49,3769.03,3864.56,3960.1,4055.63,4150.34,4245.04,4339.75,4434.46,4529.16,4643.61,4758.06,4872.51,4986.96
        Panama,2470.95,2523.11,2575.95,2629.58,2684.12,2739.67,2796.29,2853.91,2912.32,2971.2,3030.33,3089.64,3149.2,3209.06,3269.36,3330.22,3391.67,3453.67,3516.2,3579.22,3642.69,3706.48,3770.64,3835.45,3901.31,3968.49,4037.07,4106.76,4176.1,4245.43
        Papua New Guinea,4615.84,4725.54,4836.22,4949.05,5065.66,5187.06,5314.26,5446.63,5581.77,5716.17,5847.59,5974.63,6098.62,6223.38,6354.25,6494.9,6646.89,6808.5,6976.2,7144.77,7310.51,7472.2,7631,7788.39,7946.73,8107.77,8271.77,8438.04,8607.7,8777.36
        Paraguay,4223.41,4334.35,4445.02,4555.52,4666.1,4776.84,4887.64,4998.1,5107.84,5216.35,5323.2,5428.44,5531.96,5632.98,5730.56,5824.1,5913.21,5998.43,6081.3,6163.97,6248.02,6333.98,6421.51,6510.27,6599.52,6688.75,6777.88,6867.06,6955.55,7044.04
        Peru,22071.4,22522.4,22966.8,23408.1,23851.4,24299.2,24753.8,25211,25658.1,26078.3,26459.9,26799.3,27101,27372.2,27624.2,27866.1,28102.1,28333.1,28562.3,28792.7,29027.7,29264.3,29506.8,29774,30090.4,30470.7,30926,31444.3,31953.5,32462.7
        Philippines,62089.6,63646.35,65213.1,66791.25,68381.85,69986.48,71607.62,73244,74891.05,76543.72,78200.52,79873.02,81561.15,83245.38,84906,86522.6,88080.85,89595.67,91095.88,92610.5,94167.67,95780.6,97429.3,99085.25,100719.5,102306.5,103842.5,105345.5,106826.2,108296.2
        Poland,38128.9,38261.95,38377.27,38472.25,38552.12,38598.6,38628.12,38652.25,38664.35,38414.68,38257.45,38248.68,38227.4,38201.1,38180.1,38163.33,38137.35,38119.33,38128.3,38065.25,38047.78,38063.38,38063.02,38034.62,38010.2,37981.6,37970.8,37975.3,37974.27,37963.62
        Portugal,9980.025,9957.686,9953.11,9967.103,9995.822,10030.55,10069,10115.2,10166.8,10225.6,10300.12,10370.72,10425.88,10462.35,10486.6,10505.5,10524.85,10545.58,10559.4,10569.55,10573,10553.78,10507.95,10449.8,10394.5,10353.9,10321.5,10297.97,10282,10288.67
        Puerto Rico,3403.17,3435.25,3469.07,3503.47,3536.81,3567.69,3596.1,3621.9,3643.67,3659.73,3668.96,3670.31,3664.32,3653.66,3642,3631.89,3623.78,3616.34,3608.03,3596.53,3579.84,3559.86,3536.57,3503.86,3453.67,3381.51,3283.12,3163.68,3062.73,2961.78
        Qatar,476.275,487.354,495.403,501.479,507.044,513.447,522.531,535.32,551.566,570.486,592.467,615.013,640.872,681.791,753.332,865.41,1022.7,1218.44,1436.67,1654.94,1856.33,2035.86,2196.08,2336.58,2459.2,2565.71,2654.38,2724.73,2776.84,2828.95
        Reunion,610.584,622.413,634.793,647.59,660.565,673.543,686.462,699.307,712,724.484,736.714,748.653,760.25,771.377,781.861,791.598,800.533,808.728,816.325,823.529,830.507,837.336,843.984,850.506,856.96,863.359,869.742,876.131,882.523,888.916
        Romania,23199.45,22953.38,22790.35,22759.48,22725.75,22677.22,22609.72,22547,22502.65,22467.9,22439.85,22057.35,21704.75,21561,21434.4,21304,21177.95,20821.1,20513.5,20349.3,20234.95,20134.65,20048.55,19974.6,19899.4,19801.85,19687.68,19574.9,19459.1,19360.95
        Russia,--,--,148225.5,148317.8,148303.5,148206.5,148000.7,147674.2,147264.5,146812,146340.5,145798.2,145176,144554.5,144019.2,143642.5,143428.5,143327.8,143318.8,143381,143503.5,143719,144031,144386.5,144729.5,145017,145271.2,145517.8,145729.2,145876.3
        Rwanda,7288.88,7083.93,6702.24,6263.76,5936.25,5836.49,6013.11,6419.9,6962.8,7501.24,7933.69,8231.15,8427.06,8557.16,8680.52,8840.22,9043.34,9273.76,9524.53,9782.77,10039.3,10293.3,10549.7,10811.5,11083.6,11369.1,11668.8,11981,12304.7,12628.5
        Saint Helena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
        Saint Kitts and Nevis,40.26,40.6234,40.9868,41.3502,41.7136,42.077,42.4782,42.8794,43.2806,43.6818,44.083,44.6368,45.1906,45.7444,46.2982,46.852,47.2838,47.7156,48.1474,48.5792,49.011,49.4496,49.8882,50.3268,50.7654,51.204,51.6016,51.9992,52.3968,52.7944
        Saint Lucia,138.019,140.001,141.758,143.402,145.08,146.871,148.837,150.92,153.023,154.988,156.737,158.184,159.392,160.53,161.821,163.408,165.378,167.644,170.011,172.223,174.092,175.538,176.654,177.505,178.307,179.131,180.028,180.955,181.846,182.738
        Saint Pierre and Miquelon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
        Saint Vincent/Grenadines,107.489,107.772,107.941,108.036,108.059,108.043,107.983,107.895,107.807,107.763,107.787,107.893,108.095,108.322,108.52,108.617,108.602,108.516,108.401,108.293,108.26,108.315,108.435,108.624,108.868,109.135,109.467,109.826,110.2,110.573
        Samoa,162.797,164.248,165.698,167.149,168.599,170.05,170.931,171.812,172.692,173.573,174.454,175.508,176.561,177.615,178.668,179.722,180.966,182.211,183.455,184.7,185.944,187.457,188.97,190.484,191.997,193.51,194.49,195.47,196.45,197.43
        Sao Tome and Principe,119.211,121.949,124.574,127.066,129.426,131.679,133.799,135.831,137.855,139.964,142.264,144.76,147.45,150.405,153.736,157.472,161.676,166.297,171.122,175.877,180.372,184.521,188.394,192.076,195.727,199.439,203.221,207.086,211.111,215.136
        Saudi Arabia,16233.8,16772.7,17282.7,17763.3,18214.5,18638.8,19033.8,19407.1,19783.3,20194.5,20476,20979,21495,22023,22564,23330,24122,24941,25787,26661,27563,28376,29196,29994,30770,31016,31742,32613,33414,34218
        Senegal,7526.31,7755.5,7990.09,8226.75,8461.07,8690.16,8912.87,9130.88,9347.78,9568.72,9797.73,10036.1,10283.7,10541.5,10810.1,11090.1,11382.3,11687.1,12004.7,12335.1,12678.1,13033.8,13402,13782.4,14174.7,14578.5,14993.5,15419.3,15860.9,16302.4
        Serbia,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7411.57,7381.58,7350.22,7320.81,7291.44,7236.52,7201.5,7166.55,7131.79,7095.38,7058.32,7020.86,6982.6,6958.2
        Seychelles,70.57198,71.446,72.66103,74.07102,75.444,76.65302,77.597,78.35699,79.06397,79.904,80.99802,82.41302,84.077,85.80702,87.38798,88.652,89.52797,90.082,90.45,90.788,91.273,91.882,92.60802,93.397,94.214,94.98103,95.71103,96.41797,97.05865,97.69933
        Sierra Leone,4319.76,4348.66,4347.73,4328.96,4309.78,4303.95,4312.66,4335.29,4381.48,4462.37,4584.57,4754.07,4965.77,5201.07,5434,5645.63,5829.24,5989.64,6133.6,6272.73,6415.64,6563.24,6712.59,6863.98,7017.15,7171.91,7328.85,7488.43,7651.28,7814.13
        Singapore,3056.358,3147.512,3240.24,3328.093,3432.223,3545.325,3685.068,3812.8,3924.922,3969.718,4044.215,4138.243,4162.118,4128.37,4182.005,4284.993,4427.995,4623.923,4851.505,4995.027,5091.213,5201.145,5320.652,5406.97,5477.55,5544.473,5603.695,5616.895,5649.192,5696.185
        Slovakia,--,--,--,5328.095,5348.8,5363.445,5374.755,5384.38,5391.232,5396.68,5386.235,5378.89,5376.4,5372.998,5372.382,5372.84,5373.085,5374.98,5380.025,5387.405,5391.685,5399.868,5408.395,5414.03,5419.325,5424.415,5431.933,5440.205,5447.683,5455.077
        Slovenia,--,--,1994.08,1989.41,1989.48,1990.27,1986.99,1984.92,1978.33,1987.76,1990.09,1994.03,1995.03,1996.43,1997.59,2003.36,2010.38,2010.27,2032.36,2046.98,2050.19,2055.5,2058.82,2061.08,2062.87,2064.19,2065.9,2066.88,2080.91,2095.86
        Solomon Islands,311.869,320.781,330.004,339.501,349.273,359.276,369.517,379.998,390.702,401.592,412.665,423.949,435.434,447.016,458.549,469.918,481.086,492.133,503.366,515.182,527.861,541.522,556.066,571.329,587.079,603.133,619.438,636.03,652.979,669.929
        Somalia,7225.09,7278.4,7331.71,7385.02,7438.33,7491.65,7767.77,8043.89,8320.01,8596.13,8872.25,9187.17,9502.09,9817.01,10131.9,10446.9,10766.3,11085.7,11405.1,11724.5,12043.9,12394.5,12745.2,13095.9,13446.5,13797.2,14216.4,14635.6,15054.8,15474
        South Africa,36914.08,37832.27,38791.93,39754.48,40680.35,41534.88,42315.38,43045.12,43736.12,44400.55,45045.38,45655.07,46226.8,46785.07,47355.7,47959.03,48586.75,49226.53,49887.6,50579.72,51314.55,52105.77,52944.27,53804.32,54659.3,55487.48,56294,57092.65,57879.6,58650.23
        South Korea,42976.22,43441.48,43924.38,44411.65,44889.72,45348.7,45796.52,46238.77,46664.43,47061.67,47419.98,47736.5,48018.6,48273.3,48507.93,48725.75,48913.65,49070.88,49218.88,49379.65,49575.55,49821.68,50101.63,50385.02,50641,50842.27,50985.7,51089.67,51165.45,51224.18
        South Sudan,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10113.7,10355,10554.9,10715.7,10832.5,10910.8,10975.9,11062.1
        Spain,38870.85,38987.62,39184.27,39385.58,39571.75,39745.15,39910.23,40078.9,40243.52,40407.7,40592.3,40896.62,41530.62,42277.57,43015.5,43742.4,44494.15,45337.33,46025.4,46393.85,46599.48,46761.57,46761.77,46593.07,46473.05,46443.65,46495.05,46609.5,46832.6,47184.25
        Sri Lanka,17325.8,17535.7,17736.8,17924.8,18094.5,18242.9,18367.3,18470.9,18564.6,18663.3,18777.6,18911.7,19062.5,19224,19387.2,19545,19696,19842,19984,20123.5,20261.7,20398.5,20532.6,20663.1,20788.5,20908,21021.2,21128,21223.1,21318.2
        Sudan,20147.6,20891.4,21696.2,22527.8,23338.5,24094.7,24782.4,25413.9,26015.5,26626.5,27275,27971.1,28704.8,29460.5,30214.2,30949.5,31661.8,32360.6,33060.8,33783.8,34545,35349.7,36193.8,37072.6,37977.7,38902.9,39847.4,40813.4,41825.4,42837.3
        Suriname,405.169,413.009,420.658,428.028,435.099,441.851,448.207,454.165,459.838,465.38,470.944,476.574,482.228,487.938,493.68,499.461,505.292,511.181,517.122,523.113,529.126,535.177,541.247,547.295,553.278,559.136,564.883,570.501,575.879,581.256
