Report generated on: 11-03-2021 14:27:40
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"","GDP at purchasing power parities (Billion 2015$ PPP)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4701-34-SLB-BDOLPPP.A","        Solomon Islands","NA","NA","NA","NA","NA","NA","NA","NA","0.503759","0.538308","0.574491","0.589145","0.656091","0.667201","0.72111","0.793164","0.805924","0.792009","0.817302","0.804624","0.69026","0.635275","0.617768","0.657828","0.711092","0.802461","0.834555","0.972812","1.00885","1.0112","1.1188","1.19049","1.22191","1.28706","1.30057","1.319","1.39647","1.47113","1.52913","1.54738","1.31786"
"INTL.4701-34-SOM-BDOLPPP.A","        Somalia","NA","NA","NA","NA","NA","NA","NA","NA","8.87559","8.85998","8.71824","8.63104","7.59531","7.59531","6.00033","6.00033","6.23433","6.06586","6.21728","6.41624","6.60872","6.80699","7.04523","7.29181","7.51057","7.73589","7.92155","8.12751","8.33882","8.55563","8.77808","9.00631","9.11364","9.28298","9.50242","9.83157","10.1154","10.2561","10.5423","10.8476","10.8023"
"INTL.4701-34-ZAF-BDOLPPP.A","        South Africa","320.7782","337.9745","336.6786","330.4616","347.3124","343.1045","343.1659","350.3748","365.0909","373.8342","372.6461","368.8517","360.9693","364.1109","375.7623","387.4109","404.0692","414.576","416.649","426.648","444.567","456.571","473.466","487.428","509.629","536.522","566.588","596.96","616.008","606.534","624.97","644.772","660.224","676.632","686.199","695.27","699.89","707.995","718.528","719.339","673.072"
"INTL.4701-34-KOR-BDOLPPP.A","        South Korea","203.9764","218.7568","236.9969","268.6982","297.0501","320.3357","356.6207","401.996","450.185","482.028","529.64","586.725","623.094","665.947","727.67","797.633","860.572","913.675","866.809","966.205","1053.751","1104.882","1190.236","1227.696","1291.505","1347.15","1418.069","1500.31","1545.514","1557.766","1663.769","1725.089","1766.536","1822.442","1880.804","1933.639","1990.619","2053.517","2113.221","2160.64","2142.232"
"INTL.4701-34-SSD-BDOLPPP.A","        South Sudan","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","16.1748","20.9178","21.5287","21.4911","18.5955","17.5232","17.1853","17.3349","16.5826"
"INTL.4701-34-ESP-BDOLPPP.A","        Spain","746.071","745.071","754.359","767.711","781.41","799.551","825.564","871.372","915.75","959.949","996.275","1021.616","1031.122","1020.493","1044.795","1077.561","1106.258","1147.202","1197.546","1251.336","1317.005","1368.849","1406.183","1448.138","1493.294","1547.895","1611.415","1669.463","1684.298","1620.817","1623.534","1610.321","1562.692","1540.234","1561.514","1621.427","1670.517","1720.253","1759.655","1796.297","1601.889"
"INTL.4701-34-LKA-BDOLPPP.A","        Sri Lanka","NA","NA","NA","NA","NA","NA","NA","NA","56.2109","57.2312","60.9958","67.4945","65.3128","70.219","75.9268","80.5508","90.3564","99.7712","97.8806","100.789","109.211","107.079","111.175","117.851","124.189","131.998","141.952","151.629","160.76","166.404","179.747","194.854","212.673","219.895","230.803","242.361","253.235","262.296","270.878","276.987","267.101"
"INTL.4701-34-SDN-BDOLPPP.A","        Sudan","NA","NA","NA","NA","NA","NA","NA","NA","41.7895","45.5219","43.0318","46.2639","49.3071","51.5598","52.0786","55.2018","58.4693","64.6476","67.4329","69.5261","73.9381","78.7443","83.8055","90.2875","93.7936","100.819","110.965","123.75","133.406","137.73","142.509","142.485","143.465","153.216","164.007","170.584","176.682","184.94","190.151","187.629","184.698"
"INTL.4701-34-SUR-BDOLPPP.A","        Suriname","NA","NA","NA","NA","NA","NA","NA","NA","4.71014","4.92329","4.73022","4.86","4.87827","4.55132","4.70561","4.70601","4.75484","5.02773","5.1449","5.07268","5.17742","5.39421","5.54402","5.89235","6.36369","6.61336","6.99457","7.3521","7.65673","7.88748","8.295","8.78","9.01679","9.28107","9.30464","8.987","8.48734","8.6369","8.85972","8.88349","7.78461"
"INTL.4701-34-SWE-BDOLPPP.A","        Sweden","223.4712","225.0481","227.8527","232.4729","242.8611","248.7374","256.343","264.6637","270.5135","277.8313","280.1812","277.4902","274.8066","269.5429","279.7774","291.3948","296.0319","305.6912","318.6041","331.3722","347.6504","353.1585","360.9871","369.7945","383.9519","394.9052","414.234","429.001","426.393","408.326","431.448","445.483","444.266","449.375","461.759","481.327","490.218","504.029","514.315","524.744","509.324"
"INTL.4701-34-CHE-BDOLPPP.A","        Switzerland","294.8159","299.5583","295.2494","296.9223","306.463","318.0024","323.7069","328.7411","339.1533","354.3018","367.3917","364.2901","363.4795","362.7741","367.404","369.5067","371.5884","379.8922","391.393","397.9618","414.187","420.995","421.139","420.803","431.844","444.169","462.582","481.37","494.135","483.985","499.459","509.052","515.864","525.437","538.166","546.949","557.823","567.064","583.744","591.012","576.2"
"INTL.4701-34-SYR-BDOLPPP.A","        Syria","NA","NA","NA","NA","NA","NA","NA","NA","46.4797","38.5678","40.337","43.5241","49.3869","51.9447","55.6915","59.6046","65.4612","68.7499","73.4148","70.8059","71.2842","73.9883","79.8027","80.2742","85.8153","91.149","95.7484","101.182","105.711","111.962","115.813","121.131","89.2261","65.7595","56.0973","52.6568","50.5612","49.8028","51.1475","53.6025","49.8281"
"INTL.4701-34-TWN-BDOLPPP.A","        Taiwan","150.4675","161.1506","168.9022","184.1427","202.6471","212.389","236.8393","267.0382","288.4649","313.6245","331.0026","358.7134","388.5232","414.9969","446.134","475.126","504.473","535","557.496","595.028","632.599","623.733","657.923","685.718","733.386","772.867","817.466","873.466","880.446","866.245","954.996","990.083","1012.077","1037.214","1086.162","1102.083","1125.943","1163.228","1195.644","1231.087","1269.534"
"INTL.4701-34-TJK-BDOLPPP.A","        Tajikistan","--","--","--","--","--","--","--","--","--","--","--","--","15.0763","12.6038","9.91918","8.6892","7.2327","7.35461","7.74334","8.0296","8.69585","9.52553","10.5557","11.7291","12.9357","13.8047","14.715","15.8564","17.0589","17.7445","18.9045","19.3605","20.8214","22.3681","23.8636","25.288","27.0453","30.485","32.6605","35.11","36.7706"
"INTL.4701-34-TZA-BDOLPPP.A","        Tanzania","NA","NA","NA","NA","NA","NA","NA","NA","30.90012","32.06333","34.32223","35.03338","35.23808","35.66298","36.22206","37.51515","39.21997","40.6025","42.1083","44.1564","46.1526","48.9545","52.4269","55.9253","60.1218","64.6166","68.8376","73.4968","77.6762","81.76909","87.133","94.52449","97.0526","103.6432","110.6249","117.4503","125.5784","133.9731","143.2946","153.3535","160.6984"
"INTL.4701-34-THA-BDOLPPP.A","        Thailand","183.31","194.135","204.5282","215.95","228.3649","238.9861","252.237","276.2656","312.9559","351.1002","390.2831","423.69","457.943","495.736","535.38","578.856","611.571","594.731","549.331","574.447","600.04","620.707","658.874","706.242","750.66","782.096","820.948","865.568","880.506","874.424","940.123","948.021","1016.685","1044.008","1054.286","1087.328","1124.68","1171.665","1220.752","1248.42","1172.279"
"INTL.4701-34-BHS-BDOLPPP.A","        The Bahamas","NA","NA","NA","NA","NA","NA","NA","NA","8.77591","9.3663","9.21678","8.83136","8.49351","8.51965","8.78793","9.17273","9.56015","9.75732","10.2175","10.9475","11.4017","11.701","12.0175","11.8655","11.9703","12.3767","12.6882","12.8718","12.5727","12.0477","12.233","12.3081","12.688","12.3481","12.4782","12.507","12.6876","13.0829","13.4788","13.643","10.9"
"INTL.4701-34-TLS-BDOLPPP.A","        Timor-Leste","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","1.93073","1.93846","1.99698","1.91491","2.11076","2.35011","2.58484","2.82935","2.99364","3.17376","3.2412","3.38545","3.484","3.60123","3.45345","3.41706","4.05685","3.68157"
"INTL.4701-34-TGO-BDOLPPP.A","        Togo","NA","NA","NA","NA","NA","NA","NA","NA","5.32145","5.53963","5.86632","5.8796","5.68679","4.75822","5.42125","5.78831","6.23187","6.46922","6.32086","6.48655","6.42406","6.47697","6.72481","7.17673","7.1065","6.77489","6.95443","6.87271","7.15189","7.54796","8.00833","8.95137","10.0191","11.1689","12.4281","13.806","15.3101","15.9757","16.7601","17.6484","17.27"
"INTL.4701-34-TON-BDOLPPP.A","        Tonga","NA","NA","NA","NA","NA","NA","NA","NA","0.368471","0.369908","0.362347","0.385591","0.386563","0.401013","0.420873","0.433054","0.433444","0.430689","0.440621","0.450737","0.467711","0.47454","0.495872","0.496149","0.486796","0.484771","0.474135","0.462282","0.484241","0.459065","0.462754","0.494306","0.498374","0.499931","0.510023","0.516","0.549906","0.568176","0.569893","0.574064","0.557226"
"INTL.4701-34-TTO-BDOLPPP.A","        Trinidad and Tobago","NA","NA","NA","NA","NA","NA","NA","NA","13.0355","12.9281","13.1225","13.4747","13.2526","13.0607","13.5259","14.0611","15.0514","16.2092","17.5313","18.9301","20.2368","21.0814","22.7533","26.0391","28.1092","29.8547","33.8894","35.4046","36.6054","34.9978","36.1607","36.0545","36.5208","37.3349","36.9942","37.543","35.4399","34.3814","34.404","33.9752","31.3383"
"INTL.4701-34-TUN-BDOLPPP.A","        Tunisia","NA","NA","NA","NA","NA","NA","NA","NA","39.4129","40.1013","43.2893","44.9795","48.4905","49.5524","51.1273","52.3297","56.0692","59.1199","61.948","65.6988","69.3482","71.9809","72.9329","76.3625","81.1244","83.9528","88.3553","94.2835","98.279","101.27","104.826","102.796","107.16","109.624","113.032","114.133","115.421","117.977","120.919","122.68","111.194"
"INTL.4701-34-TUR-BDOLPPP.A","        Turkey","416.0833","436.2853","451.829","474.2805","506.1135","527.58","564.592","618.141","632.485","634.321","693.099","698.09","733.243","789.346","752.498","811.783","871.689","937.742","937.726","907.126","970.018","914.243","973.191","1029.278","1130.106","1231.727","1317.308","1383.746","1395.024","1327.74","1439.631","1600.871","1677.529","1819.881","1909.777","2025.977","2093.303","2250.342","2317.399","2338.015","2379.948"
"INTL.4701-34-TKM-BDOLPPP.A","        Turkmenistan","--","--","--","--","--","--","--","--","--","--","--","--","22.7023","23.0428","19.0564","17.6844","18.8692","16.7181","17.9051","20.8595","22.0003","22.956","23.015","23.7677","24.9558","28.2101","31.3039","34.7652","39.8922","42.3388","46.2169","53.0199","58.8791","64.8629","71.5737","76.192","80.9159","86.1509","91.4521","94.1957","88.8611"
"INTL.4701-34-TCA-BDOLPPP.A","        Turks and Caicos Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-TUV-BDOLPPP.A","        Tuvalu","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-USIQ-BDOLPPP.A","        U.S. Pacific Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-USOH-BDOLPPP.A","        U.S. Territories","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-VIR-BDOLPPP.A","        U.S. Virgin Islands","NA","NA","NA","NA","NA","NA","NA","NA","1.27246","1.26586","1.2593","1.25278","1.24521","1.3797","1.25309","1.21931","1.23153","1.16419","1.22283","1.2046","1.40622","1.45109","2.41893","2.34195","2.35801","2.36464","2.45908","2.56571","2.58988","2.41787","2.43973","2.24069","1.90415","1.7937","1.77644","1.77989","1.79715","1.78618","1.81315","1.883","1.49472"
"INTL.4701-34-UGA-BDOLPPP.A","        Uganda","NA","NA","NA","NA","NA","NA","NA","NA","14.2576","15.16467","16.14644","17.04323","17.62585","19.09342","20.31609","22.65716","24.71266","25.97298","27.24704","29.44149","30.36653","31.94061","34.72988","36.97805","39.4952","41.9962","46.5255","50.4395","55.8458","60.2679","64.7747","69.7783","71.353","74.1568","78.5014","84.7675","84.8933","90.62209","95.6887","103.0614","102.1386"
"INTL.4701-34-UKR-BDOLPPP.A","        Ukraine","--","--","--","--","--","--","--","--","--","--","--","--","613.297","526.209","405.707","356.211","320.59","310.972","305.064","304.454","322.416","350.789","369.203","404.336","453.296","466.883","501.619","539.709","552.145","470.656","488.703","515.413","516.643","516.505","482.66","435.49","446.12","456.649","472.578","487.698","467.987"
"INTL.4701-34-ARE-BDOLPPP.A","        United Arab Emirates","195.733","201.377","184.625","179.814","187.833","183.2","144.35","149.518","149.161","171.972","202.09","203.694","209.217","213.82","228.566","243.852","257.991","279.122","279.937","288.061","319.324","323.791","331.671","360.859","395.381","414.577","455.36","469.861","484.858","459.437","466.951","499.304","521.692","548.053","572.223","601.179","619.12","633.815","641.408","663.292","622.55"
"INTL.4701-34-GBR-BDOLPPP.A","        United Kingdom","1275.973","1267.129","1292.101","1346.346","1376.514","1433.296","1478.512","1558.288","1645.576","1685.804","1696.486","1676.359","1681.611","1721.982","1786.868","1830.535","1874.984","1967.031","2029.071","2089.742","2166.485","2211.389","2258.342","2326.767","2381.577","2443.339","2506.477","2563.361","2557.218","2448.604","2500.795","2537.244","2574.54","2623.199","2701.663","2772.517","2835.272","2895.789","2943.597","2992.811","2702.694"
"INTL.4701-34-USA-BDOLPPP.A","        United States","7080.75","7260.45","7129.56","7456.38","7995.96","8329.37","8617.77","8915.9","9288.34","9629.41","9811.07","9800.43","10145.66","10424.87","10844.82","11135.92","11556.02","12069.94","12610.85","13215.49","13754.31","13885.56","14121.05","14515.9","15075.12","15600.22","16034.36","16356.75","16376.74","15950.96","16383.04","16636.94","17016.41","17329.82","17726.25","18206.03","18509.63","18927.11","19479.58","19925.43","19247.07"
"INTL.4701-34-URY-BDOLPPP.A","        Uruguay","NA","NA","NA","NA","NA","NA","NA","NA","34.3393","34.7184","34.8216","36.0539","38.9135","39.9477","42.8564","42.236","44.5919","46.8428","48.9687","48.0201","47.079","45.275","41.7813","42.1128","44.2063","47.521","49.4812","52.7101","56.501","58.8764","63.475","66.7516","69.1194","72.3254","74.6647","74.939","76.1981","77.4384","77.8085","78.0812","73.4746"
"INTL.4701-34-UZB-BDOLPPP.A","        Uzbekistan","--","--","--","--","--","--","--","--","--","--","--","--","65.1935","63.6268","60.5109","59.9719","60.9902","64.1606","66.9199","69.7964","72.4737","75.4912","78.4909","81.8132","87.9074","94.0169","101.022","110.592","120.578","130.285","140.184","150.89","161.502","173.639","185.048","198.534","210.684","219.295","230.173","241.932","246.107"
"INTL.4701-34-VUT-BDOLPPP.A","        Vanuatu","NA","NA","NA","NA","NA","NA","NA","NA","0.291444","0.301436","0.315833","0.354137","0.351559","0.36738","0.376728","0.394348","0.404448","0.414038","0.422875","0.426219","0.448429","0.439232","0.431855","0.44324","0.460913","0.485354","0.526441","0.553665","0.58938","0.608894","0.618814","0.626394","0.637386","0.649937","0.664918","0.666","0.689081","0.719528","0.740393","0.761102","0.692339"
"INTL.4701-34-VEN-BDOLPPP.A","        Venezuela","279.3891","278.3755","272.6103","266.7439","273.5561","274.0849","291.9289","302.3847","319.9874","292.565","311.488","341.7954","362.5097","363.5081","354.9675","368.9946","368.2646","381.7965","382.9192","360.0574","373.3324","386.0038","351.8209","324.5362","383.8826","423.4913","465.3","506.029","532.738","515.677","507.999","529.216","558.989","566.497","544.436","510.564","423.564","357.1842","287.0995","190.1472","123.7027"
"INTL.4701-34-VNM-BDOLPPP.A","        Vietnam","NA","NA","NA","NA","NA","NA","NA","NA","117.589","123.089","129.359","136.874","148.781","160.8","175.005","191.701","209.606","226.692","239.76","251.206","268.256","286.752","307.054","329.595","355.27","382.093","408.755","437.897","462.69","487.666","518.99","552.326","582.632","615.022","654.419","700.257","747.042","798.941","855.472","915.504","942.146"
"INTL.4701-34-WAK-BDOLPPP.A","        Wake Island","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-ESH-BDOLPPP.A","        Western Sahara","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-YEM-BDOLPPP.A","        Yemen","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","44.4486","44.5869","46.7713","48.6741","49.7273","58.009","69.9155","73.5727","77.0655","80.5423","86.6734","91.816","96.4479","102","106.729","112.214","117.421","121.501","126.379","131.604","135.97","115.455","117.979","122.215","109.251","75.976","64.8792","58.416","57.6302","58.8432","55.2714"
"INTL.4701-34-ZMB-BDOLPPP.A","        Zambia","NA","NA","NA","NA","NA","NA","NA","NA","70.2392","70.9097","71.4407","70.0435","68.83109","73.5097","67.16909","69.1155","73.41341","76.2135","75.9195","79.4499","82.5464","86.9352","90.8524","97.1623","103.9951","111.5198","120.3339","130.3847","140.5207","153.4772","169.2826","178.7032","192.2803","202.0072","211.7024","217.9309","226.1135","234.0865","243.5819","247.1819","239.7744"
"INTL.4701-34-ZWE-BDOLPPP.A","        Zimbabwe","NA","NA","NA","NA","NA","NA","NA","NA","16.2287","17.0752","18.2676","19.2764","17.9209","18.2991","19.3606","19.392","21.2796","21.583","21.6893","20.9091","19.2011","19.1639","18.0257","16.6807","16.0731","15.42","14.8612","14.3756","13.694","21.8464","26.1448","29.8557","34.8313","35.5243","36.3687","37.016","37.2958","39.0502","40.9362","37.6204","33.6708"
